uid,taskId,task,group,time,team,member,item,start,ending,status
cfe852c4-55a8-467c-bb48-11ee98fdcd51,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,34826,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,00298,21955,22389,CORRECT
114d82ed-82ce-4cea-a449-a9ae24ec746e,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,34907,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,02467,350099,350558,CORRECT
107ee846-63cf-4be8-a4f6-a2fa506ed036,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,36231,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,02467,352185,352643,CORRECT
179701ec-a0e0-4f6c-813a-789f35082dbd,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,37398,diveXplore,9877cb17-41ab-4dad-bfd0-99242933d7da,00452,171800,183920,WRONG
826545d3-bd16-4de5-8a39-5e35843927e1,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,37512,ViRMA,d606bf75-4751-43a1-8fb2-9c445527b10c,00009,36375,66958,CORRECT
e2a094d9-ff55-4adb-b853-ac38960cceec,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,39046,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,09994,141241,141341,CORRECT
a7f8eb85-3d81-4741-ba4c-d9346423a459,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,39949,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,07134,865764,889855,CORRECT
5fc6101b-7ff8-4e37-a989-ae0f99fbc881,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,40095,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,06572,208249,212170,CORRECT
86681520-8138-439f-bc77-45acc95695a8,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,40100,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,13942,506923,537411,CORRECT
4ff1f53c-8120-4208-b335-d8394bb0ac88,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,40100,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,11814,1009720,1037080,CORRECT
9586025c-cfdb-4280-ba36-eeeecf2a9af6,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,40109,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,14777,236733,261100,CORRECT
18fad808-646e-47fd-a4aa-54c7a8e8b1d6,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,40117,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,02823,17917,32365,WRONG
880d5ced-f1e2-4916-ad95-725496c72542,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,40119,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,14887,514247,538638,CORRECT
9ba9bd4a-d76a-48f5-a4b4-cf2a033894f1,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,40482,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,03966,90215,90507,CORRECT
1c7242c2-3fae-4790-9569-490e26f7916e,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,40510,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,03310,24591,48848,WRONG
5e605eb0-e374-402d-9d40-c644320b5cb0,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,40834,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,01008,338838,339472,CORRECT
a0eae8c5-8903-436e-a634-d8d6b25f917e,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,40840,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,08792,186920,211177,WRONG
32671cf8-e20d-44ea-8730-1287f750b6b6,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,40847,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,08792,35268,59692,WRONG
b52b7644-59ed-43b9-965c-f668e45c5521,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41049,diveXplore,9877cb17-41ab-4dad-bfd0-99242933d7da,00452,274400,292080,WRONG
d574f2c5-3c56-4084-abb7-696c57bcde33,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41676,vibro,62abf223-491c-420f-bf04-52c362219cf4,15319,22375,23625,CORRECT
8b78415b-f098-4f3b-8faa-a1db2ac4eba9,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41683,vibro,62abf223-491c-420f-bf04-52c362219cf4,00182,109666,111208,CORRECT
6a18c59c-5d2f-429b-a8d1-83a735645272,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41691,vibro,62abf223-491c-420f-bf04-52c362219cf4,07679,41007,41975,CORRECT
2ba106f9-2d84-4b0b-80b4-95f444b7e52f,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41703,vibro,62abf223-491c-420f-bf04-52c362219cf4,00956,62320,70600,CORRECT
60964b83-09e1-4e48-bef6-26d16bc102b0,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41691,vibro,62abf223-491c-420f-bf04-52c362219cf4,03840,238791,253416,WRONG
2a3d22a4-59c9-40d7-9d99-a85c7d2ea2af,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41741,vibro,62abf223-491c-420f-bf04-52c362219cf4,00956,123560,152840,CORRECT
f7a03141-3773-4107-bd6b-2a95ce0e42a2,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41741,vibro,62abf223-491c-420f-bf04-52c362219cf4,00956,11880,17400,CORRECT
14d67b0a-bac2-429a-99fe-a9239fbcd1ca,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41707,vibro,62abf223-491c-420f-bf04-52c362219cf4,04740,451075,454454,WRONG
1b871c5a-cf9b-4d0e-ad6b-a0d609b493e5,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41717,vibro,62abf223-491c-420f-bf04-52c362219cf4,00956,83880,100000,CORRECT
3b727033-aa9a-4a18-8989-c108752a4440,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41705,vibro,62abf223-491c-420f-bf04-52c362219cf4,01808,195428,204103,WRONG
dc9433d6-3504-4742-9be1-588f30500dad,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41763,vibro,62abf223-491c-420f-bf04-52c362219cf4,07679,124958,125925,CORRECT
51970d9f-de1d-44a8-aae3-93768578e98c,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41701,vibro,62abf223-491c-420f-bf04-52c362219cf4,02766,169135,180380,WRONG
d13504ae-fd35-4c5c-b032-36d14c3cf800,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41784,vibro,62abf223-491c-420f-bf04-52c362219cf4,00956,26920,47320,CORRECT
1b76ad68-3722-40b4-9c52-1e40d08fbd0f,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41784,vibro,62abf223-491c-420f-bf04-52c362219cf4,07766,163621,169752,WRONG
12975d1d-a521-462f-8ffe-9dcb017cc7f3,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41717,vibro,62abf223-491c-420f-bf04-52c362219cf4,12447,297040,300080,WRONG
0aac9286-ee48-4b3d-a31e-c7d551d37ddc,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41734,vibro,62abf223-491c-420f-bf04-52c362219cf4,01008,149015,150850,WRONG
5f9dc554-510a-48a5-af71-20affa7c06f8,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41742,vibro,62abf223-491c-420f-bf04-52c362219cf4,01008,177343,183249,CORRECT
6554df46-8d31-4c7e-914d-116117de6437,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41741,vibro,62abf223-491c-420f-bf04-52c362219cf4,07679,227994,228962,CORRECT
c89bb77e-522d-494d-b2ce-3d8e76967ad4,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41741,vibro,62abf223-491c-420f-bf04-52c362219cf4,00956,152880,159880,CORRECT
2d8f123c-a4e8-43e3-ad8b-e902b3700d8f,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41741,vibro,62abf223-491c-420f-bf04-52c362219cf4,04740,425633,427760,WRONG
2b6b6afc-bff7-45b3-9c07-7c6e128e37a6,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41735,vibro,62abf223-491c-420f-bf04-52c362219cf4,12695,82400,96640,WRONG
998664d9-8d07-4fb6-809d-fde6c52d7e80,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41735,vibro,62abf223-491c-420f-bf04-52c362219cf4,04740,239614,241366,WRONG
f43038a5-2397-4e37-bcd8-13bca4935df7,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41734,vibro,62abf223-491c-420f-bf04-52c362219cf4,07679,116950,117951,CORRECT
d6eb3635-7242-4a55-a154-4e516cf2bf0f,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41741,vibro,62abf223-491c-420f-bf04-52c362219cf4,15306,78912,79312,WRONG
d1f316a5-6951-40e4-a4be-439281583661,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41785,vibro,62abf223-491c-420f-bf04-52c362219cf4,00956,159920,166360,CORRECT
fb5572b7-740c-43bf-ae68-e23130b358a0,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,41794,vibro,62abf223-491c-420f-bf04-52c362219cf4,01008,250917,262028,CORRECT
a390ac4e-02e5-4d76-b57f-72e52144097a,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,42093,diveXplore,9877cb17-41ab-4dad-bfd0-99242933d7da,00494,14931,16307,CORRECT
1306fd1b-b16f-4d63-ae24-ba6dda68bd35,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,42990,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,04299,352852,353720,WRONG
b1c1b835-6712-4e50-b557-9d9477b8cd51,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,43206,diveXplore,9877cb17-41ab-4dad-bfd0-99242933d7da,00454,167066,172033,CORRECT
4aae8500-b8f8-48e9-b2ee-aeb3080ad5fa,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,43543,VERGE,930548c8-c136-4946-b67e-392ff3937475,00494,56931,58224,CORRECT
1300f706-3f40-48f9-8fac-d8a21207cf27,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,43939,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,01689,218080,218800,CORRECT
709d7bbd-ad03-4a4a-aa34-612e6c803506,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,43994,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,07134,818884,825758,CORRECT
612d2006-4307-4a70-bfd1-bdc8b52bcd44,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,44187,diveXplore,9877cb17-41ab-4dad-bfd0-99242933d7da,00499,170040,180480,WRONG
e07e6b7e-f7c9-4811-8d91-0c14af21c1e1,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,44640,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,12207,103720,105400,WRONG
358639f2-e149-4dc5-b187-39818c3713c8,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,45237,diveXplore,9877cb17-41ab-4dad-bfd0-99242933d7da,00501,135593,139347,CORRECT
7b915604-a87f-4ae2-804e-c755b20961ed,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,45238,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,01090,1315760,1317400,CORRECT
4c61c2dc-bdde-401d-8d16-584a0e206f9b,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,45761,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,00361,17480,18440,CORRECT
97431e64-494a-4022-9edf-801596e99e7b,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,46957,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,09678,460280,489280,CORRECT
42e813eb-9ad9-4d43-9186-1f22b2eef35a,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,47003,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,12207,106400,110960,WRONG
ee7bbaad-e0a3-44a4-a1b7-0d86e2ecf5be,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,47119,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,09994,69336,69669,CORRECT
1d4fdbb6-7b0f-4900-9069-4ea9ed6d7f1d,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,47370,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,04299,353753,354921,CORRECT
735a8fd5-0b05-4341-9a38-d809df3a7f51,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,48032,Exquisitor,42117506-5959-4155-bbb8-3f0f31fec35b,09526,4671,8341,CORRECT
c26a27ba-278e-401c-b2c1-6b4cd30e6856,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,48052,VERGE,930548c8-c136-4946-b67e-392ff3937475,15035,245411,251000,CORRECT
11646f02-6112-4bb0-9082-a186de71934b,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,48348,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,11485,92720,93200,CORRECT
0d243744-02b4-4713-bfed-f9d8f7241074,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,48630,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,07134,905104,909275,CORRECT
7528bd45-ff02-4a71-88fe-17354de89b39,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,48820,AIClub@UIT,3b63dc5f-5000-487c-af5e-ea29ccf28b0d,12207,103720,105400,WRONG
61253c1f-169a-444a-bf55-fdf4f15fd6cc,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,48853,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,07134,909308,920920,CORRECT
94fa6696-02f6-49f6-a991-809cdc158488,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,49107,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,00659,313271,313855,CORRECT
643dfed3-02ac-45e7-a481-353ee99fb2f6,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,49113,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,01560,12880,15480,CORRECT
72685faa-e7af-41da-8d52-67aae82d7b4f,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,49181,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,01560,10240,11000,WRONG
13732cd5-75e1-4e10-9b00-dbf1017dcef7,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,49221,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,16779,883240,883600,CORRECT
8d9874e9-926f-4880-b46f-d5175f7d63e3,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,49254,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,12710,103403,113546,CORRECT
ca77fc23-4b20-4e24-827e-a007dc1641b1,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,49271,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,01783,526360,529320,WRONG
9496c10c-9ce5-463c-ae36-89b460a0a958,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,49279,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,03587,153862,154904,CORRECT
195c4592-31e2-491c-9632-f3e23efbe4cd,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,49300,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,01090,830360,832080,WRONG
71b73d25-9f2e-4742-939f-5460bb4486c9,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,49305,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,01370,211640,241080,CORRECT
252a870d-1fd0-4baf-9249-2069ad12c90a,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,49353,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,02016,143040,143280,CORRECT
ba2d5ce4-7dab-48c2-99bd-a1a2c4bb69fd,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,49368,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,12441,73333,76208,CORRECT
4d35ee57-eab6-47b7-b9d2-c9154932856e,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,49436,diveXplore,9877cb17-41ab-4dad-bfd0-99242933d7da,00607,139906,156289,CORRECT
07a102a4-b98b-4211-9272-214980ea6294,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,49504,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,07583,120640,122040,WRONG
5a03cff1-f217-494a-b1d9-8200f6cb8323,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,49588,VERGE,930548c8-c136-4946-b67e-392ff3937475,06819,217000,225916,CORRECT
b4c87dea-6b37-48b0-a82e-740e53a67992,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,50293,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,12207,115480,117880,WRONG
295ccfce-1dab-4bd7-8070-b12448b6853d,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,50408,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,09994,68601,69002,CORRECT
482ee908-ec48-4c5d-9a1a-58f92fd6a982,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,50477,IVIST,0ea1d736-7c9a-4a6d-956a-63a33a4eb650,11150,93134,96763,WRONG
2232171f-f9dd-4e36-a7a5-1a2ed0fb926b,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,50489,Exquisitor,42117506-5959-4155-bbb8-3f0f31fec35b,11248,3600,8566,CORRECT
633f2996-d958-4c70-b7d3-09ede17d0555,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,50592,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,07110,632360,639440,CORRECT
db94f22a-7cad-431f-9fca-bc9769847f93,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,50748,diveXplore,9877cb17-41ab-4dad-bfd0-99242933d7da,00510,48240,52960,CORRECT
e3498651-d242-4e25-9628-3238c8dd3a4a,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,50865,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,07134,849615,852952,CORRECT
276db726-5ce0-4b7c-a5ba-02bd1b07a28f,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,51144,ViRMA,d606bf75-4751-43a1-8fb2-9c445527b10c,00013,195760,217080,CORRECT
59e34e18-41d1-4518-ab9e-84a117e7b5ec,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,51924,V-FIRST,4b198149-e40f-4d62-8c87-0485e8e0fb65,00973,289456,289664,CORRECT
7f0355cf-d33b-436b-a201-c0dfff380ce7,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,52092,Exquisitor,42117506-5959-4155-bbb8-3f0f31fec35b,03587,56765,58808,CORRECT
18340a15-dca3-4cdb-8918-c860afde9086,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,52193,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,07134,794393,818851,CORRECT
9e4c333c-e07f-4914-a3fb-1f627f3605c3,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,52415,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,12207,121440,122400,CORRECT
5a6c3466-84d1-4039-aad4-7b85fdcdf4f0,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,52454,VERGE,930548c8-c136-4946-b67e-392ff3937475,04430,127210,132048,CORRECT
d01df1d4-1041-43f1-8db2-d3f09b7ea8e9,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,52550,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,09994,126259,126626,CORRECT
9fa3078d-fe9b-4999-88c9-37d7d28cc626,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,52575,diveXplore,9877cb17-41ab-4dad-bfd0-99242933d7da,00602,38840,67640,WRONG
8947ef46-3f3a-4c16-b370-3ad280095f0b,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,53344,diveXplore,9877cb17-41ab-4dad-bfd0-99242933d7da,00616,157880,168280,WRONG
01b8fc20-40ff-4054-a143-4a8e4268ab5a,e417ec01-0e2d-4794-880e-f212f850abaa,vbs22-avs-01,VBS2022-AVS,53663,VISIONE,526ea33b-f52d-4fcf-9be6-9fa544cca6b5,16330,97200,98280,WRONG
